,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,filename
32925,42700,Women,Footwear,Shoes,Flats,Bronze,Spring,2013,Casual,Rocia Women Bronze Sandal,http://assets.myntassets.com/v1/images/style/properties/538d332dc4b8e007c0a6c02e7eff4432_images.jpg,42700.jpg
12475,19678,Women,Apparel,Topwear,Tops,Grey,Summer,2011,Casual,United Colors of Benetton Women Printed Grey Top,http://assets.myntassets.com/v1/images/style/properties/3c5deb120880251783b58868cefe979f_images.jpg,19678.jpg
22930,47593,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Portia Women Black Sandals,http://assets.myntassets.com/v1/images/style/properties/98da3e1b01c4c6e6a151c5890160be62_images.jpg,47593.jpg
6259,11438,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women  Winter Black Top,http://assets.myntassets.com/v1/images/style/properties/e70f7fa523f402a69173ec1d9d7a6ef5_images.jpg,11438.jpg
15498,46974,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Bulchee Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/f40c17bdba7272414ecae829171a4348_images.jpg,46974.jpg
673,4147,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Glide White Grey Shoe,http://assets.myntassets.com/v1/images/style/properties/bcb241296d93b8198038571a64f99b97_images.jpg,4147.jpg
11740,29623,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012,Formal,Indigo Nation Men Striped Lavender Shirt,http://assets.myntassets.com/v1/images/style/properties/59aadb10ca33642db5b581ac42f1c77c_images.jpg,29623.jpg
6667,4890,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Levis Kids Girl's Diaz Pink Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/359216ec3c460e56d040c3f92f7530f1_images.jpg,4890.jpg
25615,37243,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,United Colors of Benetton Men Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/ecb2b3c129d880621221b0f301b8c0a3_images.jpg,37243.jpg
14076,2116,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2010,Sports,ADIDAS Men Smooth Striped Track Pants,http://assets.myntassets.com/v1/images/style/properties/1fc0520cdd8649750877dea039c80348_images.jpg,2116.jpg
37457,13545,Women,Footwear,Shoes,Flats,Black,Fall,2011,Casual,Carlton London Women Casual Black Sandals,http://assets.myntassets.com/v1/images/style/properties/f09c4a3562b5ee57ab1612bff1a3e197_images.jpg,13545.jpg
23620,49668,Men,Accessories,Eyewear,Sunglasses,White,Winter,2016,Casual,United Colors of Benetton Men Sunglass,http://assets.myntassets.com/v1/images/style/properties/e27d64847f86d151ff51377a3e434597_images.jpg,49668.jpg
2677,5831,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Puma Men's Cbn Logo Black T-Shirt,http://assets.myntassets.com/v1/images/style/properties/8e481e76a7b5b13fd88317995571b663_images.jpg,5831.jpg
17100,17206,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,United Colors of Benetton Men Funky Eyewear Black Sunglasses,http://assets.myntassets.com/v1/images/style/properties/4dd185fc97b32834ea5db5e28f488a69_images.jpg,17206.jpg
27859,4834,Men,Apparel,Bottomwear,Track Pants,Brown,Summer,2011,Sports,ADIDAS Men's Woven Sand Track Pant,http://assets.myntassets.com/v1/images/style/properties/cf8adcfd32126c23e572c71e44eaf3ae_images.jpg,4834.jpg
4082,48921,Women,Accessories,Jewellery,Ring,Silver,Fall,2012,Casual,Lucera Women Silver Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Ring_a5d7b0a610b6975e01b96acb15e5aeee_images.jpg,48921.jpg
6383,58854,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012,Casual,Hakashi Men Steel Cufflinks,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Steel-designer-Cufflinks_e8681572b6c779a02d640c8922fddc06_images.jpg,58854.jpg
33457,46715,Women,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual,Rasasi Women Romance Perfume,http://assets.myntassets.com/v1/images/style/properties/e64be042ac15b3f7655c0bf18cd83c47_images.jpg,46715.jpg
19556,24828,Women,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Jealous 21 Women Green Printed T-Shirt,http://assets.myntassets.com/v1/images/style/properties/Jealous-21-Women-JEALOUS-21-WOMEN-RN-Summer-POWER-PRICING-Tur-Turquoise-Blue-Tshirts_96afa5fb0fa5fd2934e084356c8e102d_images.jpg,24828.jpg
43739,7540,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike men's As Spher Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/df149bd9329ba19a983f396c00e0a3fe_images.jpg,7540.jpg
22150,43102,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017,Casual,Reebok Men Reejuvenate Deo,http://assets.myntassets.com/v1/images/style/properties/72de17ea18094b8907301c5785d7be70_images.jpg,43102.jpg
15795,5967,Men,Apparel,Topwear,Shirts,Green,Summer,2011,Casual,Locomotive Men Green Black Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/ae3591704ae2685df82e46977ef6998a_images.jpg,5967.jpg
11991,5107,Women,Apparel,Topwear,Shirts,Yellow,Summer,2011,Casual,Wrangler Women Holly Checks Shirt,http://assets.myntassets.com/v1/images/style/properties/5189823f7541e58ea6cc943af6bd1f78_images.jpg,5107.jpg
14023,26652,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,Puma Unisex Benecio Leather Blue Shoes,http://assets.myntassets.com/v1/images/style/properties/3a6223af3a17e156720590108e3bfb4d_images.jpg,26652.jpg
30410,23135,Boys,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Chhota Bheem Kids Boys Lets Rock Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/9eb929d7072a5e824cdac3bb7b91ebdb_images.jpg,23135.jpg
20254,26918,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Jealous 21 Women Black Top,http://assets.myntassets.com/v1/images/style/properties/7c76764c1dc3deb28821dda7dc5c424a_images.jpg,26918.jpg
33040,28925,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Mr. Men Printed Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/79992e5961c697c12a73a838e4e23af1_images.jpg,28925.jpg
13062,13974,Men,Footwear,Sandal,Sandals,Red,Fall,2011,Casual,Puma Men Webster Red Slippers,http://assets.myntassets.com/v1/images/style/properties/7558ac42769240bce35528463326b041_images.jpg,13974.jpg
35778,27315,Women,Personal Care,Fragrance,Fragrance Gift Set,Purple,Spring,2017,Casual,ADIDAS Women Natural Vitality Pack of 2 Fragrance Gift Set,http://assets.myntassets.com/v1/images/style/properties/Adidas-Women-Pure-Lightness-Pack-of-2-Fragrance-Gift-Set_91d51da7311b252f861632412b56ce8f_images.jpg,27315.jpg
4704,57199,Women,Apparel,Topwear,Tunics,Red,Summer,2012,Casual,Elle Women Red Tunic,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Red-Tunic_f4baba1d4b9ef76ff85545c4ee6219d1_images.jpg,57199.jpg
20817,43514,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,French Connection Women Black Dress,http://assets.myntassets.com/v1/images/style/properties/59df6e5a848ef0d7cfa409e55ad7cf60_images.jpg,43514.jpg
33178,42510,Women,Apparel,Topwear,Kurtis,Maroon,Summer,2012,Ethnic,Mother Earth Women Maroon Kurti,http://assets.myntassets.com/v1/images/style/properties/cae2a7ce0cc000753d495c3bee50235f_images.jpg,42510.jpg
14732,23547,Women,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Police Dark Women Deo,http://assets.myntassets.com/v1/images/style/properties/66ff15a288d3c37002db08a5eaadee89_images.jpg,23547.jpg
10151,34511,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,ADIDAS Men Caruvo Thong Black Flip Flop,http://assets.myntassets.com/v1/images/style/properties/870944359c953b2efc097e0a77e821ab_images.jpg,34511.jpg
41050,12128,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,Aurelia Women Printed Black Kurtas,http://assets.myntassets.com/v1/images/style/properties/8d454609d26634f09ca57cb971c8276d_images.jpg,12128.jpg
17983,53583,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Dial Analogue Watch Q708J205Y,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Black-Dial-Watch_b7b9a19d5dc5868eac56af1b841ddace_images.jpg,53583.jpg
25540,34432,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Myntra Women Rider Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/cffd35f5c030bde198d45b231ab40ec1_images.jpg,34432.jpg
25781,19385,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,Crusoe Men Grey Xtreme Game Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/a5a7aae024b85a958b0879f1fd16bc25_images.jpg,19385.jpg
23995,15342,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Sports,Nike Women Printed Pink Tshirts,http://assets.myntassets.com/v1/images/style/properties/5f020556f9de21f8fa0e20db7ac08fb2_images.jpg,15342.jpg
16126,43639,Women,Apparel,Topwear,Tops,Magenta,Summer,2012,Casual,Vero Moda Women Magenta Top,http://assets.myntassets.com/v1/images/style/properties/3a49471b381e0e6434a27d00d078be7c_images.jpg,43639.jpg
28501,18371,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016,Casual,Undercolors of Benetton Men T-Shirts Red Innerwear T-shirt,http://assets.myntassets.com/v1/images/style/properties/f3e08232009beeabd96f77236631aff2_images.jpg,18371.jpg
6418,42196,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Sepia Women Blue Top,http://assets.myntassets.com/v1/images/style/properties/2c5abdd24ce593ae8e90ff22a7e4247c_images.jpg,42196.jpg
30653,53887,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual,Kiara Women Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/KIARA-Women-Pink-Handbag_59ed639ae029c127cd10606f6cb7ed22_images.jpg,53887.jpg
28587,43217,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/901fb16deebe96f9e7d2c990586f73bb_images.jpg,43217.jpg
27329,55807,Women,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,2017,Casual,SDL by Sweet Dreams Women Grey & Green Night Suit S11-3144,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Grey-P-Pyjama-Set_f25110ddd8df494667a574129fcf91cb_images.jpg,55807.jpg
33162,13180,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Fila Men Dls Maxim Silver Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/9daf99cec3ffcf3459560d92cff3568f_images.jpg,13180.jpg
11564,53067,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Rocia Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/91de9d74e3adea7dd486e151c6c69acd_images.jpg,53067.jpg
40984,26117,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,John Miller Men Striped Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/d87c0bbb5f27ed912260dd82ff827ed0_images.jpg,26117.jpg
22582,19519,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,United Colors of Benetton Men Stripes Black Sweater,http://assets.myntassets.com/v1/images/style/properties/1af9879c44fa5cc63884d845fd518423_images.jpg,19519.jpg
30594,59323,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Gliders Men Black Sandals,http://assets.myntassets.com/v1/images/style/properties/Gliders-Men-Black-Sandals_77ab576ffe4ec9b797fd7e12dac3122f_images.jpg,59323.jpg
18545,48751,Women,Accessories,Jewellery,Bangle,Silver,Summer,2013,Casual,Lucera Women Silver Bangle,http://assets.myntassets.com/v1/images/style/properties/34f43e752909101203088512938b92bc_images.jpg,48751.jpg
8418,45187,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO ENTICER Women Black Dial Analogue Watch A635,http://assets.myntassets.com/v1/images/style/properties/Casio-Women-Black-Dial-Watch_e6de5a0853bfbc1bdac5030605b3178e_images.jpg,45187.jpg
28157,21807,Men,Accessories,Wallets,Wallets,Brown,Winter,2016,Casual,Fossil Men Marcus Traveller Brown Wallet,http://assets.myntassets.com/v1/images/style/properties/9428418ca0c36bd14abfaf204fda51c5_images.jpg,21807.jpg
5432,14499,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011,Casual,Flying Machine Men Casual Green Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/405ef20c472619ca9fb6091fb0b97cef_images.jpg,14499.jpg
15284,25617,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Fastrack Women Silver Casual Watch,http://assets.myntassets.com/v1/images/style/properties/09acc3b22d95b35efefa481a75cf929b_images.jpg,25617.jpg
26177,39127,Women,Apparel,Bottomwear,Leggings,Pink,Fall,2012,Casual,Aneri Women Dusky Pink Leggings,http://assets.myntassets.com/v1/images/style/properties/e1ecadee3c897cfe1e6132e96ad5a9de_images.jpg,39127.jpg
33283,36465,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Spinn Men Viking White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/41c188f69fda75ac875f86e1bcc4d3ef_images.jpg,36465.jpg
33812,31027,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal,Arrow New York Men White Striped Slim Fit Shirt,http://assets.myntassets.com/v1/images/style/properties/824233ec1f170fbbd0563dc05c3446cd_images.jpg,31027.jpg
37468,36430,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Spinn Men Brash White Shoes,http://assets.myntassets.com/v1/images/style/properties/f8b424e068bff42af13faa969cf933d0_images.jpg,36430.jpg
42327,49818,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012,Casual,iPanema Women Pink Flip Flops,http://assets.myntassets.com/v1/images/style/properties/75ef930dbb19cb04746371ccabdc1fc9_images.jpg,49818.jpg
23821,49496,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Vans Men Grey Shoes,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Grey-106-Moc-Shoes_1252324575912d4b071641c3ec92fe70_images.jpg,49496.jpg
5753,46351,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Locomotive Men White Shirt,http://assets.myntassets.com/v1/images/style/properties/1610a91b76d9e0f9d0f09b66f4ade965_images.jpg,46351.jpg
23429,38204,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Polaroid Women Sunglasses,http://assets.myntassets.com/v1/images/style/properties/7916bfd3486a3adbd6ebba8e8bdcc816_images.jpg,38204.jpg
21796,12522,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Tape Men Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/dc6ee824bcadbd242d236044ebd421d9_images.jpg,12522.jpg
11687,14102,Women,Apparel,Topwear,Tops,Brown,Fall,2011,Casual,Flying Machine Women Solid Brown Tops,http://assets.myntassets.com/v1/images/style/properties/a658f5d57feba010f290e44893c25fab_images.jpg,14102.jpg
14945,2749,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Classic Polo Men's Grey stripe T-shirt,http://assets.myntassets.com/v1/images/style/properties/ce364b918900db58df3d0424e0521c50_images.jpg,2749.jpg
13969,53601,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Digital Watch M075J002Y,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Black-Digital-Watch_4babce815dcafeffc91dc1b1feac3d06_images.jpg,53601.jpg
27178,3531,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Myntra Men's Creative Designs Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/e4f982edbca2892bbbca05a49987549c_images.jpg,3531.jpg
8512,26879,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Jealous 21 Women Printed Blue Top,http://assets.myntassets.com/v1/images/style/properties/30a5e774f373764e3e1a0f693164a77c_images.jpg,26879.jpg
33302,14994,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,ADIDAS Men Check Black Sweaters,http://assets.myntassets.com/v1/images/style/properties/f0ba8f732c1d12f4ef4b7e37ba39e72a_images.jpg,14994.jpg
18924,8330,Boys,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Doodle Boy's Car Print White Green Blue Kidswear,http://assets.myntassets.com/v1/images/style/properties/57b9bc22ec9b0986667566d262ad2444_images.jpg,8330.jpg
37854,1790,Unisex,Accessories,Bags,Backpacks,Beige,Fall,2010,Sports,Quechua Unisex Ultralight Beige Bag,http://assets.myntassets.com/v1/images/style/properties/b1e82863b710ae20e84c23f64bb496fd_images.jpg,1790.jpg
5175,21587,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/e9aaef6467689eac974ad5658d3f1d5f_images.jpg,21587.jpg
3747,43734,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012,Casual,Royal Diadem Set of 4 Golden Bangles,http://assets.myntassets.com/v1/images/style/properties/00ba25748276514edd451e1ec0d506fc_images.jpg,43734.jpg
1184,21142,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,s.Oliver Women Grey Top,http://assets.myntassets.com/v1/images/style/properties/sOliver-Women-Grey-Top_3477f8f485347cbf1ba19b25db390062_images.jpg,21142.jpg
3480,42847,Women,Accessories,Bags,Clutches,Black,Summer,2012,Casual,French Connection Women Black Purse,http://assets.myntassets.com/v1/images/style/properties/8e338031d2c47121ea2b262dac7dc791_images.jpg,42847.jpg
512,10096,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports,Reebok Women Reeflex Run Blue Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/ab539228aaa6b834a99eef6cf339c057_images.jpg,10096.jpg
20751,20280,Women,Footwear,Shoes,Heels,Green,Winter,2015,Casual,Catwalk Women Casual Green Flats,http://assets.myntassets.com/v1/images/style/properties/5d9c34e6b3c949e75485ed4752fc8c6e_images.jpg,20280.jpg
34303,38991,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys Rodeo T-shirt,http://assets.myntassets.com/v1/images/style/properties/e415d153ddeeaa83ea8b721b3468c4d6_images.jpg,38991.jpg
24423,28804,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/8498c0faa7a770d8f89bf2d7d9946391_images.jpg,28804.jpg
30379,31094,Boys,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Gini and Jony Boys Check Red Shirt,http://assets.myntassets.com/v1/images/style/properties/4dddbb6fbc96ed0b049166bbacf77580_images.jpg,31094.jpg
8568,36481,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Spinn Men Black Elevate Shoes,http://assets.myntassets.com/v1/images/style/properties/4b37cae64c8705d953d40e4883478927_images.jpg,36481.jpg
26142,55865,Women,Personal Care,Nails,Nail Polish,Orange,Spring,2017,Casual,Colorbar Sunstone Nail Lacquer 89,http://assets.myntassets.com/assets/images/55865/2019/1/10/c648b99f-a60e-4543-905d-84f949bc2b491547124335466-Colorbar-Sunstone-Nail-Lacquer-89-8331547124335365-1.jpg,55865.jpg
4763,55408,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017,Casual,Revlon ColorStay Overtime Faithful Fawn Lip Color 320,http://assets.myntassets.com/v1/images/style/properties/Revlon-ColorStay-Overtime-Faithful-Fawn-Lip-Gloss-320_b6d276a271c9898c3208e5c0f60b005f_images.jpg,55408.jpg
35831,44223,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Black Football T-shirt,http://assets.myntassets.com/v1/images/style/properties/f79e80ac53f1ddb6008310d19c7b61c2_images.jpg,44223.jpg
32632,54808,Women,Accessories,Bags,Handbags,Brown,Summer,2010,Casual,Ivory Tag Embellished Rose Brown Sling Bag,http://assets.myntassets.com/v1/images/style/properties/Ivory-Tag-Women-Brown-Sling-Bag_dabc0f8850f1c7e561b8583ca2d07f88_images.jpg,54808.jpg
36587,2387,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Tape Men Casual Black Shoe,http://assets.myntassets.com/v1/images/style/properties/3a2a81e017b105a68e1f9a6d3df4665c_images.jpg,2387.jpg
9128,25295,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual,Lino Perros Women Sporty Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/d7ed0787e767c0ddaed69dc247b68dea_images.jpg,25295.jpg
